Node	MeanAbsOutCoh	MeanAbsInCoh	NodeLevel	DiagCohval	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component	Uniprot_ID_clean	GO_terms	Is_TF_GO	Is_SignalingReceptor_GO	Is_HistKinase_GO	Is_SignallingTransducer_GO
rbsA		0.7876868102384181	Output		BSU35940	936839.0	P36947		ribose import ATP-binding protein RbsA	Basal machinery	P36947	['GO:0015611', 'GO:0005524', 'GO:0016887']	False	False	False	False
rbsC		0.7876868102384181	Output		BSU35950	936841.0	P36948		ribose transport system permease RbsC	Basal machinery	P36948	['GO:0022857']	False	False	False	False
rbsB		0.7876868102384181	Output		BSU35960	936848.0	P36949		D-ribose-binding protein	Basal machinery	P36949	['GO:0048029']	False	False	False	False
spoIIAB		0.5604336157506888	Output		BSU23460	938930.0	P10728		anti-sigma F factor	Basal machinery	P10728	['GO:0005524', 'GO:0106310', 'GO:0004674', 'GO:0016989']	True	False	False	False
rbsD		0.7876868102384181	Output		BSU35930	936846.0	P36946		D-ribose pyranase	Basal machinery	P36946	['GO:0062193', 'GO:0016872', 'GO:0016866', 'GO:0048029']	False	False	False	False
phrE		0.7430359313431492	Output		BSU25840	937784.0	O32025		phosphatase RapE inhibitor	M25.6	O32025	[]	False	False	False	False
ctaB1		0.7172515684913867	Output		BSU12080		O31652	ctaO		Basal machinery	O31652	['GO:0008495']	False	False	False	False
asnH		0.6664650531367352	Output		BSU39920	937677.0	P42113	yxaN	asparagine synthetase 2	Basal machinery	P42113	['GO:0004066', 'GO:0005524']	False	False	False	False
ydjF		0.7739074829169701	Output		BSU06180		P54617	pspA		Basal machinery	P54617	[]	False	False	False	False
ydjI		0.7739074829169701	Output		BSU06210	939493.0	O34789		hypothetical protein	Basal machinery	O34789	[]	False	False	False	False
ydjH		0.7739074829169701	Output		BSU06200	936015.0	O35004		hypothetical protein	Basal machinery	O35004	[]	False	False	False	False
rocG		0.43025716941115855	Output		BSU37790	937066.0	P39633	yweB,gudA	catabolic NAD-specific glutamate dehydrogenase RocG	Intermodular	P39633	['GO:0004352']	False	False	False	False
rocA		0.4265532502600177	Output		BSU37780	937222.0	P39634		1-pyrroline-5-carboxylate dehydrogenase	Intermodular	P39634	['GO:0003842']	False	False	False	False
rocB		0.4265532502600177	Output		BSU37770	937220.0	P39635		arginine utilization protein RocB	Intermodular	P39635	['GO:0016787']	False	False	False	False
rocC		0.4265532502600177	Output		BSU37760	938495.0	P39636		amino acid permease RocC	Intermodular	P39636	['GO:0015171']	False	False	False	False
ybdZ		0.5232753823829324	Output		BSU31959	8303138.0	C0H3Q6		hypothetical protein	Intermodular	C0H3Q6	[]	False	False	False	False
yjcM		0.646160149301494	Output		BSU11910	939395.0	O31635		hypothetical protein	Basal machinery	O31635	[]	False	False	False	False
pksM		0.11844194125085729	Output		BSU17200	940026.0	P40872	pksY	polyketide synthase PksM	Basal machinery	P40872	['GO:0004315', 'GO:0004312', 'GO:0031177']	False	False	False	False
gudD		0.6770836261869597	Output		BSU02490	938410.0	P42238	ycbF	glucarate dehydratase	M74	P42238	['GO:0008872', 'GO:0000287']	False	False	False	False
yflA		0.39145137950948433	Output		BSU07750	939686.0	O34708		transporter	M25.1	O34708	['GO:0005283']	False	False	False	False
pksN		0.11844194125085729	Output		BSU17210	940054.0	O31782		polyketide synthase PksN	Basal machinery	O31782	['GO:0004315', 'GO:0004312', 'GO:0016874', 'GO:0031177']	False	False	False	False
ywoF		0.8207288019884237	Output		BSU36460	936925.0	P94576		hypothetical protein	M25.1	P94576	['GO:0016837']	False	False	False	False
ybdO		0.646160149301494	Output		BSU02050	938493.0	O31437		hypothetical protein	Basal machinery	O31437	[]	False	False	False	False
ybdN		0.7172515684913867	Output		BSU02040	938489.0	O31436		hypothetical protein	Basal machinery	O31436	[]	False	False	False	False
gudP		0.6770836261869597	Output		BSU02480	938413.0	P42237	ycbE	glucarate transporter	M74	P42237	['GO:0022857']	False	False	False	False
ydeH		0.7172515684913867	Output		BSU05200	938097.0	P96665		membrane protein	Basal machinery	P96665	[]	False	False	False	False
amyE		0.7876868102384181	Output		BSU03040	938356.0	P00691	amyA	alpha-amylase	Basal machinery	P00691	['GO:0004556', 'GO:0046872']	False	False	False	False
spoVG		0.3902445654202084	Output		BSU00490	936959.0	P28015		septation protein SpoVG	Basal machinery	P28015	[]	False	False	False	False
yocH		0.7939921838238435	Output		BSU19210	939673.0	O34669		cell wall-binding protein YocH	M25.3	O34669	['GO:0004553']	False	False	False	False
yxbC		0.32463661095005875	Output		BSU39880	937640.0	P46327	yxaQ	hypothetical protein	Basal machinery	P46327	['GO:0046872']	False	False	False	False
pksC		0.11844194125085729	Output		BSU17100	939504.0	O34825		polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC	Basal machinery	O34825	['GO:0004314']	False	False	False	False
yheH		0.6770836261869597	Output		BSU09720	939287.0	O07549	bmrD	multidrug resistance ABC transporter ATP-binding/permease protein YheH	M54	O07549	['GO:0140359', 'GO:0005524', 'GO:0016887', 'GO:0034040']	False	False	False	False
yheI		0.6770836261869597	Output		BSU09710	936278.0	O07550	bmrC	multidrug resistance ABC transporter ATP-binding/permease protein YheI	M54	O07550	['GO:0140359', 'GO:0005524', 'GO:0016887', 'GO:0042626']	False	False	False	False
yheJ	0.3678794411714786	0.6770836261869597	Middle	-0.3678794411714786	BSU09700	939757.0	O07551	bmrB	hypothetical protein	M54	O07551	[]	False	False	False	False
yocD		0.7172515684913867	Output		BSU19170	939659.0	O35046		carboxypeptidase YocD	Basal machinery	O35046	['GO:0004180', 'GO:0008236']	False	False	False	False
ppsA		0.7172515684913867	Output		BSU18340	939983.0	P39845	pps1	plipastatin synthase subunit A	Basal machinery	P39845	['GO:0016874', 'GO:0031177', 'GO:0016740']	False	False	False	False
ntdR	1.0	0.7172515684913867	Middle		BSU10560		O07567	yhjM		M28	O07567	['GO:0003700', 'GO:0000976']	True	False	False	False
qcrB		0.7840370015098667	Output		BSU22550	939019.0	A3F396	bfcB	menaquinol-cytochrome c reductase cytochrome b subunit	Basal machinery	A3F396	[]	False	False	False	False
acpK		0.11844194125085729	Output		BSU17130	937952.0	Q7PC63		polyketide biosynthesis acyl-carrier-protein AcpK	Basal machinery	Q7PC63	['GO:0000035', 'GO:0000036']	False	False	False	False
ywbF		0.7172515684913867	Output		BSU38340	937325.0	P39589		transporter	Basal machinery	P39589	['GO:0015212', 'GO:0015293', 'GO:0015213']	False	False	False	False
bacD		0.6604460495131277	Output		BSU37710	937214.0	P39641		alanine-anticapsin ligase BacD	Basal machinery	P39641	['GO:0005524', 'GO:0034026', 'GO:0046872']	False	False	False	False
bacE		0.6604460495131277	Output		BSU37700	937161.0	P39642	ywfF	bacilysin exporter BacE	Basal machinery	P39642	['GO:0022857']	False	False	False	False
bacB		0.6604460495131277	Output		BSU37730	937084.0	P39639	ywfC	bacilysin biosynthesis protein BacB	Basal machinery	P39639	['GO:0050897', 'GO:0016863', 'GO:0005506']	False	False	False	False
yolA		0.7172515684913867	Output		BSU21540	939117.0	O31994		hypothetical protein	Basal machinery	O31994	[]	False	False	False	False
sigG	0.9578989401237749	0.8012534805677757	Middle	1.0	BSU15330	939953.0	P19940	spoIIIG	RNA polymerase sigma-G factor	Global regulator	P19940	['GO:0003677', 'GO:0016987']	True	False	False	False
sigF	0.9422107526448475	0.5604336157506888	Middle	1.0	BSU23450	938729.0	P07860	spoIIAC	RNA polymerase sigma-F factor	Global regulator	P07860	['GO:0003677', 'GO:0016987']	True	False	False	False
yweA		0.7172515684913867	Output		BSU37800	937223.0	P39632		hypothetical protein	Basal machinery	P39632	[]	False	False	False	False
bdbA		0.7261007899475277	Output		BSU21460	939129.0	P68569	yolI	disulfide bond formation protein A	Intermodular	P68569	['GO:0015035']	False	False	False	False
bdbB		0.7261007899475277	Output		BSU21440	939128.0	P68571	yolK	disulfide bond formation protein B	Intermodular	P68571	['GO:0015035']	False	False	False	False
besA		0.7508391698048658	Output		BSU32010	936592.0	O32102	yuiI	ferri-bacillibactin esterase BesA	Basal machinery	O32102	['GO:0052689']	False	False	False	False
yvnA		0.7751653808009	Output		BSU35050	936639.0	O34692		HTH-type transcriptional regulator YvnA	Basal machinery	O34692	['GO:0003677', 'GO:0003700']	True	False	False	False
pksJ		0.11844194125085729	Output		BSU17180	940043.0	P40806	pksK	polyketide synthase PksJ	Basal machinery	P40806	['GO:0004315', 'GO:0004312', 'GO:0016874', 'GO:0031177']	False	False	False	False
sipW		0.7209230318672437	Output		BSU24630	938542.0	P54506	yqhE	signal peptidase I W	Intermodular	P54506	['GO:0004252']	False	False	False	False
sigW	0.9738085573861358	0.7739074829169701	Middle	1.0	BSU01730	938868.0	Q45585	ybbL	RNA polymerase sigma factor SigW	Global regulator	Q45585	['GO:0003677', 'GO:0016987']	True	False	False	False
spoIIGA		0.8012534805677757	Output		BSU15310	939984.0	P13801		sporulation sigma-E factor-processing peptidase	Basal machinery	P13801	['GO:0004190', 'GO:0008233']	False	False	False	False
sdpC		0.3285315135767404	Output		BSU33770		O34344	yvaY,spbC		M25.7	O34344	['GO:0090729']	False	False	False	False
yobO		0.7751653808009	Output		BSU19030	939627.0	O34433		phage-related protein YobO	Basal machinery	O34433	[]	False	False	False	False
dhbE		0.5232753823829324	Output		BSU31980	936509.0	P40871	entE	2,3-dihydroxybenzoate-AMP ligase	Intermodular	P40871	['GO:0008668', 'GO:0005524']	False	False	False	False
pksF		0.11844194125085729	Output		BSU17140	939500.0	P40804		polyketide biosynthesis malonyl-ACP decarboxylase PksF	Basal machinery	P40804	['GO:0004315', 'GO:0016829']	False	False	False	False
pksG		0.11844194125085729	Output		BSU17150	940121.0	P40830		polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG	Basal machinery	P40830	['GO:0004421']	False	False	False	False
pksD		0.11844194125085729	Output		BSU17110	939463.0	O34877		polyketide biosynthesis acyltransferase homolog PksD	Basal machinery	O34877	['GO:0016746']	False	False	False	False
pksE		0.11844194125085729	Output		BSU17120	939997.0	O34787		polyketide biosynthesis protein PksE	Basal machinery	O34787	['GO:0004314']	False	False	False	False
dhbF		0.5232753823829324	Output		BSU31960	936569.0	P45745		dimodular nonribosomal peptide synthase	Intermodular	P45745	['GO:0016874', 'GO:0031177']	False	False	False	False
rpmGB		0.730617311646715	Output		BSU00990		Q06798	rpmG,rpmG2		Basal machinery	Q06798	['GO:0003735']	False	False	False	False
pksH		0.11844194125085729	Output		BSU17160	940033.0	P40805		polyketide biosynthesis enoyl-CoA hydratase PksH	Basal machinery	P40805	['GO:0016829']	False	False	False	False
yddT		0.7172515684913867	Output		BSU05100	939913.0	P96657		hypothetical protein	Basal machinery	P96657	[]	False	False	False	False
dhbB		0.5232753823829324	Output		BSU31970	936582.0	P45743		isochorismatase	Intermodular	P45743	['GO:0008908']	False	False	False	False
dhbC		0.5232753823829324	Output		BSU31990	937162.0	P45744		isochorismate synthase DhbC	Intermodular	P45744	['GO:0008909']	False	False	False	False
pksL		0.11844194125085729	Output		BSU17190	940032.0	Q05470	pksA,outG,pksX	polyketide synthase PksL	Basal machinery	Q05470	['GO:0004315', 'GO:0004312', 'GO:0016491', 'GO:0031177']	False	False	False	False
dhbA		0.5232753823829324	Output		BSU32000	936579.0	P39071	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	Intermodular	P39071	['GO:0008667', 'GO:0016616']	False	False	False	False
xynC		0.7172515684913867	Output		BSU18150	937052.0	Q45070	ynfF	glucuronoxylanase XynC	Basal machinery	Q45070	['GO:0004348', 'GO:0033940']	False	False	False	False
skfE		0.8135838487687677	Output		BSU01950	938498.0	O31427	ybdA	SkfA peptide export ATP-binding protein SkfE	Basal machinery	O31427	['GO:0015419', 'GO:0102025', 'GO:0005524', 'GO:0016887']	False	False	False	False
skfF		0.8135838487687677	Output		BSU01960	938494.0	O31428	ybdB	bacteriocin-SkfA transport system permease SkfF	Basal machinery	O31428	[]	False	False	False	False
skfG		0.8135838487687677	Output		BSU01970	938502.0	O31429	ybdD	hypothetical protein	Basal machinery	O31429	[]	False	False	False	False
yxeD		0.6107363381117005	Output		BSU39590	937597.0	P54943		hypothetical protein	Basal machinery	P54943	[]	False	False	False	False
skfA		0.8135838487687677	Output		BSU01910	938506.0	O31422	ybcO	sporulation-killing factor SkfA	Basal machinery	O31422	[]	False	False	False	False
skfB		0.8135838487687677	Output		BSU01920	938501.0	O31423	ybcP,ybcQ	hypothetical protein	Basal machinery	O31423	['GO:0051539', 'GO:0046872', 'GO:0016491']	False	False	False	False
skfC		0.8135838487687677	Output		BSU01935	8302931.0	O31425	ybcS,ybcT,skfD	sporulation-killing factor biosynthesis protein SkfC	Basal machinery	O31425	['GO:0004175']	False	False	False	False
yvgO		0.2221202631427708	Output		BSU33410	936024.0	O32211		stress response protein YvgO	Basal machinery	O32211	[]	False	False	False	False
skfH		0.8135838487687677	Output		BSU01980	938499.0	O31430	ybdE	thioredoxin	Basal machinery	O31430	[]	False	False	False	False
ynzD		0.7172515684913867	Output		BSU17920	938818.0	O31819		aspartyl-phosphate phosphatase YnzD	Basal machinery	O31819	['GO:0016787', 'GO:0046983']	False	False	False	False
ycbJ		0.6770836261869597	Output		BSU02520	938408.0	P42242		hypothetical protein	M74	P42242	['GO:0005524', 'GO:0016301']	False	False	False	False
pksR		0.11844194125085729	Output		BSU17220	940036.0	O31784		polyketide synthase PksR	Basal machinery	O31784	['GO:0004315', 'GO:0004312', 'GO:0031177']	False	False	False	False
yvcA		0.5680941474782361	Output		BSU34850	936576.0	O06965	yvrA	lipoprotein	Basal machinery	O06965	[]	False	False	False	False
tlpA		0.646160149301494	Output		BSU31250	938840.0	P39216		methyl-accepting chemotaxis protein TlpA	Basal machinery	P39216	[]	False	False	False	False
ycbC		0.6770836261869597	Output		BSU02460	938409.0	P42235		5-dehydro-4-deoxyglucarate dehydratase	M74	P42235	['GO:0008840', 'GO:0047448']	False	False	False	False
ydjG		0.7739074829169701	Output		BSU06190	939489.0	O34434		hypothetical protein	Basal machinery	O34434	[]	False	False	False	False
ycbG	0.36787944117147864	0.6770836261869597	Middle	-0.3678794411714786	BSU02500	938411.0	P42239		GntR family transcriptional regulator	M74	P42239	['GO:0003677', 'GO:0003700']	True	False	False	False
ycbD		0.6770836261869597	Output		BSU02470	938406.0	P42236		aldehyde dehydrogenase YcbD	M74	P42236	['GO:0047533']	False	False	False	False
comK	1.0	0.6191755766911803	Middle	1.0	BSU10420	936338.0	P40396		competence transcription factor	Global regulator	P40396	['GO:0003677']	False	False	False	False
gmuC		0.6944394694609383	Output		BSU05830	939882.0	O05507	ydhO	PTS system oligo-beta-mannoside transporter subunit IIC	M20	O05507	['GO:0008982']	False	False	False	False
sinI		0.607299038472059	Output		BSU24600	938543.0	P23308		SinR antagonist SinI	Basal machinery	P23308	['GO:0046983']	False	False	False	False
yokI		0.7172515684913867	Output		BSU21580	939115.0	O31998		hypothetical protein	Basal machinery	O31998	['GO:0004518', 'GO:0090729']	False	False	False	False
yorD		0.7172515684913867	Output		BSU20420	940145.0	P68575		stress response protein SCP1	Basal machinery	P68575	[]	False	False	False	False
yokJ		0.7172515684913867	Output		BSU21570	939114.0	O31997		hypothetical protein	Basal machinery	O31997	[]	False	False	False	False
yokL		0.7172515684913867	Output		BSU21550	939118.0	O31995		N-acetyltransferase YokL	Basal machinery	O31995	['GO:0016747']	False	False	False	False
pbpH		0.7172515684913867	Output		BSU13980	936204.0	Q796K8	ykuA	penicillin-binding enzyme for formation of rod-shaped peptidoglycan cell wall	Basal machinery	Q796K8	['GO:0008658', 'GO:0071972', 'GO:0009002']	False	False	False	False
nprE		0.7523294718328217	Output		BSU14700	935981.0	P68736		bacillolysin	Basal machinery	P68736	['GO:0046872', 'GO:0004222']	False	False	False	False
epsN		0.6846461301277041	Output		BSU34230	936364.0	Q795J3	yvfE	pyridoxal phosphate-dependent aminotransferase EpsN	M25.11	Q795J3	['GO:0030170', 'GO:0008483']	False	False	False	False
rsiW		0.7739074829169701	Output		BSU01740	938876.0	Q45588	ybbM	anti-sigma-W factor RsiW	Basal machinery	Q45588	['GO:0046872']	False	False	False	False
epsL		0.6846461301277041	Output		BSU34250	936365.0	P71062	yvfC	sugar transferase EpsL	M25.11	P71062	['GO:0016780']	False	False	False	False
yxnB		0.6664650531367352	Output		BSU39910	937643.0	O34704		hypothetical protein	Basal machinery	O34704	[]	False	False	False	False
epsJ		0.6846461301277041	Output		BSU34280	937131.0	P71059	yveT	glycosyltransferase EpsJ	M25.11	P71059	['GO:0016757']	False	False	False	False
epsK		0.6846461301277041	Output		BSU34265	8302980.0	P71060	yvfA/yvfB	membrane protein EpsK	M25.11	P71060	[]	False	False	False	False
epsH		0.6846461301277041	Output		BSU34300	938630.0	P71057	yveR	glycosyltransferase EpsH	M25.11	P71057	['GO:0016757']	False	False	False	False
epsI		0.6846461301277041	Output		BSU34290	937256.0	P71058	yveS	pyruvyl transferase EpsI	M25.11	P71058	['GO:0016740']	False	False	False	False
epsF		0.6846461301277041	Output		BSU34320	938631.0	P71055	yveP	glycosyltransferase EpsF	M25.11	P71055	['GO:0016757']	False	False	False	False
epsG		0.6846461301277041	Output		BSU34310	937071.0	P71056	yveQ	transmembrane protein EpsG	M25.11	P71056	[]	False	False	False	False
epsD		0.6846461301277041	Output		BSU34340	938611.0	P71053	yveN	glycosyltransferase EpsD	M25.11	P71053	['GO:0016757']	False	False	False	False
epsE		0.6846461301277041	Output		BSU34330	938633.0	P71054	yveO	glycosyltransferase EpsE	M25.11	P71054	['GO:0016757']	False	False	False	False
ykuV		0.7172515684913867	Output		BSU14230	938804.0	O31699		thiol-disulfide oxidoreductase	Basal machinery	O31699	['GO:0016209', 'GO:0016491']	False	False	False	False
ykuU		0.7172515684913867	Output		BSU14220	938810.0	O34564		thioredoxin	Basal machinery	O34564	['GO:0008379']	False	False	False	False
yfmJ		0.13319754677074339	Output		BSU07450	936106.0	O34812		NADP-dependent oxidoreductase YfmJ	Basal machinery	O34812	['GO:0016628']	False	False	False	False
yfmI		0.13319754677074339	Output		BSU07460	936105.0	O34440		MFS transporter	Basal machinery	O34440	['GO:0015562']	False	False	False	False
sunT		0.7261007899475277	Output		BSU21470	939124.0	P68579	yolH	sublancin-168-processing and transport ATP-binding protein SunT	Intermodular	P68579	['GO:0140359', 'GO:0005524', 'GO:0016887', 'GO:0034040', 'GO:0008234']	False	False	False	False
yknY		0.7739074829169701	Output		BSU14360	938766.0	O31711		ABC transporter ATP-binding protein	Basal machinery	O31711	['GO:0005524', 'GO:0016887', 'GO:0022857']	False	False	False	False
yknW		0.7739074829169701	Output		BSU14340	938771.0	O31709		hypothetical protein	Basal machinery	O31709	[]	False	False	False	False
ymaE		0.2221202631427708	Output		BSU17250	940045.0	O31787		hypothetical protein	Basal machinery	O31787	[]	False	False	False	False
yqxM		0.7209230318672437	Output		BSU24640	938532.0	P40949	tapA,yqhD	hypothetical protein	Intermodular	P40949	[]	False	False	False	False
yfmG		0.7474537296687953	Output		BSU07480	938798.0	O34722		hypothetical protein	M99	O34722	['GO:0120147']	False	False	False	False
gntK		0.6944394694609383	Output		BSU40060	937713.0	P12011		gluconokinase	M85	P12011	['GO:0005524', 'GO:0046316']	False	False	False	False
yphF		0.7172515684913867	Output		BSU22810	938992.0	P39911	johF	hypothetical protein	Basal machinery	P39911	[]	False	False	False	False
garD		0.6770836261869597	Output		BSU02510	938407.0	P42240	ycbH	D-galactarate dehydratase	M74	P42240	['GO:0008867', 'GO:0046872']	False	False	False	False
yloA		0.7679503983544811	Output		BSU15640	936878.0	O34693		hypothetical protein	Basal machinery	O34693	['GO:0043023', 'GO:0019843', 'GO:0000049']	False	False	False	False
yqxJ		0.3714200506854691	Output		BSU25880	937786.0	P24809	yqdF	hypothetical protein	Basal machinery	P24809	[]	False	False	False	False
yqxI		0.3714200506854691	Output		BSU25890	937775.0	P24812	yqdE	hypothetical protein	Basal machinery	P24812	[]	False	False	False	False
gntZ		0.6944394694609383	Output		BSU40080	937716.0	P12013		6-phosphogluconate dehydrogenase	M85	P12013	['GO:0050661', 'GO:0004616']	False	False	False	False
bacA		0.6604460495131277	Output		BSU37740	937216.0	P39638	ywfB	bacilysin biosynthesis protein BacA	Basal machinery	P39638	['GO:0016831']	False	False	False	False
antE		0.730617311646715	Output		BSU25220	2914189.0	Q7WY63		protein AntE	Basal machinery	Q7WY63	[]	False	False	False	False
gntR	0.3678794411714786	0.6944394694609383	Middle	-0.3678794411714786	BSU40050	937710.0	P10585		gluconate operon transcriptional repressor	M85	P10585	['GO:0003677', 'GO:0003700']	True	False	False	False
gntP		0.6944394694609383	Output		BSU40070	937715.0	P12012		gluconate permease	M85	P12012	['GO:0015128']	False	False	False	False
ylbA		0.7172515684913867	Output		BSU14940	939858.0	O34743		hypothetical protein	Basal machinery	O34743	[]	False	False	False	False
rbsR		0.7876868102384181	Output		BSU35910	936836.0	P36944		ribose operon repressor	Basal machinery	P36944	['GO:0003700', 'GO:0000976']	True	False	False	False
yqcG		0.13319754677074339	Output		BSU25860	937792.0	P45942		hypothetical protein	Basal machinery	P45942	['GO:0004518', 'GO:0090729']	False	False	False	False
yqcF		0.13319754677074339	Output		BSU25870	937785.0	P45941		hypothetical protein	Basal machinery	P45941	[]	False	False	False	False
yscB		0.646160149301494	Output		BSU28890	936599.0	P94517		hypothetical protein	Basal machinery	P94517	[]	False	False	False	False
ywbE		0.7172515684913867	Output		BSU38350	937326.0	P39588		hypothetical protein	Basal machinery	P39588	[]	False	False	False	False
yphE		0.7172515684913867	Output		BSU22820	938993.0	P50744		hypothetical protein	Basal machinery	P50744	[]	False	False	False	False
pnbA		0.6890160095979856	Output		BSU34390	938580.0	P37967	estB	para-nitrobenzyl esterase	M25.1	P37967	['GO:0004104']	False	False	False	False
mcpA		0.646160149301494	Output		BSU31240	937154.0	P39214		methyl-accepting chemotaxis protein McpA	Basal machinery	P39214	[]	False	False	False	False
pksI		0.11844194125085729	Output		BSU17170	940096.0	P40802		polyketide biosynthesis enoyl-CoA isomerase PksI	Basal machinery	P40802	['GO:0016829']	False	False	False	False
yveK		0.6846461301277041	Output		BSU34370		P71050	epsA		M25.11	P71050	['GO:0004713']	False	False	False	False
yveL		0.6846461301277041	Output		BSU34360		P71051	epsB		M25.11	P71051	['GO:0005524', 'GO:0004715']	False	False	False	False
sunA		0.7261007899475277	Output		BSU21480	939121.0	P68577	yolG	bacteriocin sublancin-168	Intermodular	P68577	[]	False	False	False	False
ywcE		0.8015385878913764	Output		BSU38130	937296.0	P39603		spore morphogenesis and germination protein YwcE	Basal machinery	P39603	[]	False	False	False	False
