Node	MeanAbsOutCoh	MeanAbsInCoh	NodeLevel	DiagCohval	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component	Uniprot_ID_clean	GO_terms	Is_TF_GO	Is_SignalingReceptor_GO	Is_HistKinase_GO	Is_SignallingTransducer_GO
fhuB		0.8272858115363093	Output		b0153	946890	P06972	JW0149	iron (III) hydroxamate ABC transporter - membrane subunit	Basal machinery	P06972	['GO:0015344', 'GO:0022857']	False	False	False	False
cirA		0.5836447706062773	Output		b2155	949042	P17315	feuA,cir,JW2142	outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine	Intermodular	P17315	['GO:0042912', 'GO:0015344', 'GO:0015343']	False	False	False	False
gspL		0.6909642046976767	Output		b3333	947842	P45763	yheK,JW5705	putative protein secretion protein for export	M37.1	P45763	[]	False	False	False	False
fepC		0.5357959408845309	Output		b0588	945201	P23878	JW0580	ferric enterobactin ABC transporter - ATP binding subunit	Basal machinery	P23878	['GO:0005524', 'GO:0016887', 'GO:0015620']	False	False	False	False
fepB		0.16648031310256084	Output		b0592	947538	P0AEL6	JW0584	ferric enterobactin ABC transporter - periplasmic binding protein	M37.1	P0AEL6	[]	False	False	False	False
fepA		0.5656765892239125	Output		b0584	945193	P05825	feuB,JW5086,fep	ferric enterobactin / colicin B / colicin D outer membrane porin FepA	M37.1	P05825	['GO:0042912', 'GO:1903981', 'GO:0042931', 'GO:0015620', 'GO:0022834', 'GO:0019904', 'GO:0015344', 'GO:0038023']	False	True	False	True
fepG		0.5357959408845309	Output		b0589	945209	P23877	JW0581	ferric enterobactin ABC transporter - membrane subunit	Basal machinery	P23877	['GO:0015620', 'GO:0022857']	False	False	False	False
fepE		0.7280730933082705	Output		b0587	945180	P26266	JW0579	ferric enterobactin (enterochelin) transport	Basal machinery	P26266	['GO:0015620', 'GO:0004713']	False	False	False	False
fepD		0.5357959408845309	Output		b0590	945214	P23876	JW0582	ferric enterobactin ABC transporter - membrane subunit	Basal machinery	P23876	['GO:0015620', 'GO:0022857']	False	False	False	False
entA		0.5504394280499564	Output		b0596	945284	P15047	JW0588	EntA	Basal machinery	P15047	['GO:0008667', 'GO:0042802']	False	False	False	False
entC		0.5504394280499564	Output		b0593	945511	P0AEJ2	JW0585	isochorismate synthase 1	Basal machinery	P0AEJ2	['GO:0008909', 'GO:0000287']	False	False	False	False
entB		0.5504394280499564	Output		b0595	946178	P0ADI4	entG,JW0587	EntB monomer	Basal machinery	P0ADI4	['GO:0047527', 'GO:0042802', 'GO:0008908', 'GO:0000287', 'GO:0031177', 'GO:0016765']	False	False	False	False
entE		0.5504394280499564	Output		b0594	947426	P10378	JW0586	EntE	Basal machinery	P10378	['GO:0008668', 'GO:0047527', 'GO:0016746', 'GO:0005524']	False	False	False	False
entD		0.5504394280499564	Output		b0583	945194	P19925	JW5085	phosphopantetheinyl transferase/phosphopantetheinyl transferase	Basal machinery	P19925	['GO:0008897', 'GO:0000287']	False	False	False	False
entF		0.7280730933082705	Output		b0586	945184	P11454	JW0578	apo-serine activating enzyme	Basal machinery	P11454	['GO:0047527', 'GO:0005524', 'GO:0016779', 'GO:0031177']	False	False	False	False
entH		0.5504394280499564	Output		b0597	945215	P0A8Y8	JW0589,ybdB	proofreading thioesterase in enterobactin biosynthesis	Basal machinery	P0A8Y8	['GO:0061522', 'GO:0016289', 'GO:0016788', 'GO:0042802', 'GO:0016790']	False	False	False	False
fecD		0.6980753597388157	Output		b4288	946816	P15029	JW4248	ferric dicitrate ABC transporter - membrane subunit	Intermodular	P15029	['GO:0015603', 'GO:0022857']	False	False	False	False
fecE		0.6980753597388157	Output		b4287	948819	P15031	JW4247	ferric dicitrate ABC transporter - ATP binding subunit	Intermodular	P15031	['GO:0005524', 'GO:0016887']	False	False	False	False
fecB		0.6980753597388157	Output		b4290	946838	P15028	JW4250	ferric dicitrate ABC transporter - periplasmic binding protein	Intermodular	P15028	[]	False	False	False	False
fecC		0.6980753597388157	Output		b4289	948826	P15030	JW4249	ferric dicitrate ABC transporter - membrane subunit	Intermodular	P15030	['GO:0015603', 'GO:0022857']	False	False	False	False
fecA		0.6980753597388157	Output		b4291	946427	P13036	JW4251	ferric citrate outer membrane porin FecA	Intermodular	P13036	['GO:0015343', 'GO:0038023']	False	True	False	True
fecI		0.5368655219986832	Output		b4293	946839	P23484	JW4253	RNA polymerase, sigma 19 factor	M37.1	P23484	['GO:0001000', 'GO:0001046', 'GO:0016987']	True	False	False	False
rpoS	0.7892913357436597	0.7442327217176646	Middle	0.0789188197623076	b2741	947210	P13445	otsX,nur,katF,sigS,JW5437,appR	RNA polymerase, sigma S (sigma 38) factor	Global regulator	P13445	['GO:0001000', 'GO:0003677', 'GO:0016987']	True	False	False	False
zinT		0.8562308304880751	Output		b1973	946480	P76344	JW1956,yodA	cadmium-induced cadmium binding protein	M37.1	P76344	['GO:0046870', 'GO:0046872', 'GO:0008270']	False	False	False	False
nohA		0.8272858115363093	Output		b1548		P31061	JW1541,nohQ	Qin prophage; predicted packaging protein	Basal machinery	P31061	[]	False	False	False	False
oppC		0.6341217197174845	Output		b1245	945810	P0AFH6	JW1237	murein tripeptide ABC transporter / peptide ABC transporter - putative membrane subunit	M37.34	P0AFH6	['GO:0015640']	False	False	False	False
oppB		0.6341217197174845	Output		b1244	945823	P0AFH2	JW1236	murein tripeptide ABC transporter / peptide ABC transporter - putative membrane subunit	M37.34	P0AFH2	['GO:0015640']	False	False	False	False
oppD		0.6341217197174845	Output		b1246	945802	P76027	JW1238	murein tripeptide ABC transporter / peptide ABC transporter - putative ATP binding subunit	M37.34	P76027	['GO:0005524', 'GO:0016887', 'GO:0015640']	False	False	False	False
oppF		0.6341217197174845	Output		b1247	945818	P77737	JW1239	murein tripeptide ABC transporter / peptide ABC transporter - putative ATP binding subunit	M37.34	P77737	['GO:0005524', 'GO:0016887', 'GO:0015640']	False	False	False	False
ndh		0.5981898987427031	Output		b1109	946792	P00393	JW1095	NADH:ubiquinone oxidoreductase II	M37.17	P00393	['GO:0008823', 'GO:0050660', 'GO:0008137', 'GO:0050136']	False	False	False	False
fnr	0.7302832456076841	0.6290787984545537	Middle	-0.2981651772471255	b1334	945908	P0A9E5	JW1328,nirR	FNR	Global regulator	P0A9E5	['GO:0051539', 'GO:0003677', 'GO:0001216', 'GO:0003700', 'GO:0051536', 'GO:0046872', 'GO:0000976']	True	False	False	False
grcA		0.5968707697990748	Output		b2579	947068	P68066	yfiD,JW2563	stress-induced alternate pyruvate formate-lyase subunit	M37.17	P68066	['GO:0008861']	False	False	False	False
b4451	1.0	0.5357959408845309	Middle		b4451			ryhB		M37.49		[]	False	False	False	False
gltB		0.7604014638141812	Output		b3212	947724	P09831	aspB,JW3179	glutamate synthase, large subunit	Intermodular	P09831	['GO:0051538', 'GO:0004355', 'GO:0015930', 'GO:0046872']	False	False	False	False
gltD		0.7604014638141812	Output		b3213	947723	P09832	aspB,JW3180	glutamate synthase, small subunit	Intermodular	P09832	['GO:0051539', 'GO:0004355', 'GO:0046872']	False	False	False	False
gltF		0.7604014638141812	Output		b3214	947746	P28721	JW3181	periplasmic protein	Intermodular	P28721	[]	False	False	False	False
sodA		0.46549506129033275	Output		b3908	948403	P00448	JW3879	SodA	Intermodular	P00448	['GO:0016209', 'GO:0003677', 'GO:0030145', 'GO:0046872', 'GO:0042803', 'GO:0004784']	False	False	False	False
garL		0.7122463905870815	Output		b3126	947630	P23522	yhaF,JW3095		M46	P23522	['GO:0061677', 'GO:0008672', 'GO:0016832', 'GO:0016830', 'GO:0000287']	False	False	False	False
garK		0.7122463905870815	Output		b3124	947632	P23524	yhaD,JW3093	glycerate kinase I	M46	P23524	['GO:0005524', 'GO:0043798', 'GO:0008887']	False	False	False	False
ompW		0.5881320351517662	Output		b1256	945128	P0A915	JW1248,yciD	OmpW, outer membrane protein	M37.1	P0A915	[]	False	False	False	False
exbB		0.8272858115363093	Output		b3006	945420	P0ABU7	JW2974	TonB energy transducing system - ExbB subunit	Basal machinery	P0ABU7	['GO:0031992', 'GO:0042802', 'GO:0022857']	False	False	False	True
fes		0.7280730933082705	Output		b0585	945181	P13039	JW0576	enterochelin esterase	Basal machinery	P13039	['GO:0008849', 'GO:0005506']	False	False	False	False
garR		0.7122463905870815	Output		b3125	947631	P0ABQ2	JW5526,yhaE	tartronate semialdehyde reductase	M46	P0ABQ2	['GO:0008679', 'GO:0051287', 'GO:0050661']	False	False	False	False
garP		0.7122463905870815	Output		b3127	947642	P0AA80	yhaU,JW3096	galactarate / glucarate / glycerate transporter GarP	M46	P0AA80	['GO:0022857']	False	False	False	False
exbD		0.8272858115363093	Output		b3005	946345	P0ABV2	JW2973	tonB energy transducing system - ExbD subunit	Basal machinery	P0ABV2	['GO:0031992', 'GO:0042802', 'GO:0042803', 'GO:0022857']	False	False	False	True
ydfN		0.8272858115363093	Output		b1547		P77515	stfQ,JW1540	Qin prophage; predicted side tail fibre assembly protein	Basal machinery	P77515	['GO:0005198']	False	False	False	False
ftnA		0.7364102707769369	Output		b1905	946410	P0A998	ftn,gen-165,JW1893,rsgA	ferritin iron storage protein	Basal machinery	P0A998	['GO:0008199', 'GO:0008198', 'GO:0004322', 'GO:0042802', 'GO:0140315']	False	False	False	False
gnd		0.8190751642874268	Output		b2029	946554	P00350	JW2011	Gnd	M37.1	P00350	['GO:0097216', 'GO:0042802', 'GO:0050661', 'GO:0004616', 'GO:0042803']	False	False	False	False
soxR	0.7286538186912952	0.5231753311886762	Middle	-0.36757565285319893	b4063	948566	P0ACS2	JW4024,marC	SoxR DNA-binding transcriptional dual regulator	M37.1	P0ACS2	['GO:0051537', 'GO:0003677', 'GO:0003700', 'GO:0046872']	True	False	False	False
soxS	0.7057900590606966	0.5300103270928278	Middle	-0.55404393264352	b4062	948567	P0A9E2	JW4023	SoxS DNA-binding transcriptional dual regulator	M37.1	P0A9E2	['GO:0001108', 'GO:0000987', 'GO:0003700', 'GO:0043565']	True	False	False	False
nac	0.3804260875916038	0.39918925162896796	Middle	-0.3678794411714786	b1988	946501	Q47005	JW1967	Nac DNA-binding transcriptional dual regulator	M37.9	Q47005	['GO:0003677', 'GO:0003700']	True	False	False	False
gpmA		0.8189524522907663	Output		b0755	945068	P62707	pgm,JW0738,gpm,pgmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase monomer	M37.15	P62707	['GO:0005524', 'GO:0097216', 'GO:0004619', 'GO:0042803']	False	False	False	False
glnD		0.8272858115363093	Output		b0167	944863	P27249	JW0162	[protein-PII] uridylyltransferase	Basal machinery	P27249	['GO:0008773', 'GO:0008081']	False	False	False	False
b3123		0.7122463905870815	Output		b3123			rnpB		M46		[]	False	False	False	False
fecR		0.5368655219986832	Output		b4292	949104	P23485	JW4252	regulator for fec operon, periplasmic	M37.1	P23485	['GO:0004888']	False	True	False	True
pyrC		0.5842884877112342	Output		b1062	945787	P05020	JW1049	PyrC	M37.1	P05020	['GO:0004151', 'GO:0042803', 'GO:0008270']	False	False	False	False
tfaQ		0.8272858115363093	Output		b1546	946060	P76155	ydfM,JW1539	Qin prophage; predicted tail fibre assembly protein	Basal machinery	P76155	[]	False	False	False	False
oppA		0.6341217197174845	Output		b1243	945830	P23843	JW1235	peptide ABC transporter - periplasmic binding protein	M37.34	P23843	['GO:1900750', 'GO:1904680']	False	False	False	False
bluR	1.0	0.8599615502513792	Middle		b1162	945735	P75989	ycgE,JW1149	BluR DNA-binding transcriptional repressor	M37.43	P75989	['GO:0003677', 'GO:0003700']	True	False	False	False
ariR		0.8238099423987458	Output		b1166	945340	P75993	ymgB,JW1153	regulator of acid resistance, influenced by indole	Intermodular	P75993	['GO:0003677', 'GO:0042803']	False	False	False	False
ymgC		0.8238099423987458	Output		b1167	945090	P75994	JW1154	protein involved in biofilm formation	Intermodular	P75994	[]	False	False	False	False
ymgA		0.8238099423987458	Output		b1165	948991	P75992	JW1152	protein involved in biofilm formation	Intermodular	P75992	[]	False	False	False	False
ycgZ		0.8238099423987458	Output		b1164	945885	P75991	JW1151	predicted protein	Intermodular	P75991	[]	False	False	False	False
btsR	1.0		Input							M54		[]	False	False	False	False
btsT		0.7930228084526779	Output							M54		[]	False	False	False	False
rcsA	0.8564261979988466	0.7482606596414695	Middle	0.9667145828298018	b1951	946467	P0DMC9	JW1935	positive DNA-binding transcriptional regulator of capsular polysaccharide synthesis, activates its own expression	M37.1	P0DMC9	['GO:0003677']	False	False	False	False
RcsAB	0.8478219923089986	0.7610551243655128	Middle	0.9667460314539364						M37.1		[]	False	False	False	False
rcsB	0.761185530768933	0.697995956450182	Middle	0.7948909620227167	b2217	947441	P0DMC7	JW2205	RcsB	M37.1	P0DMC7	['GO:0003677', 'GO:0001216', 'GO:0001217', 'GO:0042802']	True	False	False	False
lolA		0.7956087799258834	Output		b0891	948989	P61316	lplA,JW0874,yzzV	periplasmic chaperone, effects translocation of lipoproteins from inner membrane to outer	M37.1	P61316	[]	False	False	False	False
RcsB-BglJ	0.850439006884127	0.7388900367592206	Middle	0.9007780790221339						M37.1		[]	False	False	False	False
ydeP		0.7105803035857036	Output		b1501	946055	P77561	JW1495	acid resistance protein	Intermodular	P77561	['GO:0051539', 'GO:0008863', 'GO:0030151']	False	False	False	False
ydeO	0.8119084723705775	0.7592590411301976	Middle	-0.38875216381660416	b1499	945922	P76135	JW1494	YdeO DNA-binding transcriptional dual regulator	M37.1	P76135	['GO:0003700', 'GO:0043565']	True	False	False	False
rseB		0.8443627539274776	Output		b2571	947054	P0AFX9	JW2555	rseB	Intermodular	P0AFX9	['GO:0045152', 'GO:0042802', 'GO:0008289']	False	False	False	False
rseC		0.8443627539274776	Output		b2570	947052	P46187	JW2554	SoxR and &sigma;<sup>E</sup> factor regulatory protein RseC	Intermodular	P46187	[]	False	False	False	False
rseA		0.8443627539274776	Output		b2572	947053	P0AFX7	yfiJ,mclA,JW2556	anti-sigma factor	Intermodular	P0AFX7	['GO:0060090', 'GO:0016989']	True	False	False	False
rseD		0.8050929217198256	Output							Intermodular		[]	False	False	False	False
rpoE	0.8244118068167254	0.8443627539274776	Middle	0.9696236606998584	b2573	947050	P0AGB6	JW2557,sigE	RNA polymerase, sigma 24 (sigma E) factor	Global regulator	P0AGB6	['GO:0003677', 'GO:0016987']	True	False	False	False
rarA		0.7956087799258834	Output		b0892	945505	P0AAZ4	JW0875,mgsA,ycaJ	recombination factor	M37.1	P0AAZ4	['GO:0005524', 'GO:0016887', 'GO:0008094', 'GO:0003677', 'GO:0008047', 'GO:0042802', 'GO:0017116']	False	False	False	False
osmC		0.46102440322171406	Output		b1482	946043	P0C0L2	JW1477	osmotically inducible peroxidase OsmC	Intermodular	P0C0L2	['GO:0004601', 'GO:0051920', 'GO:0042803']	False	False	False	False
osmB		0.7958111163808497	Output		b1283	945866	P0ADA7	JW1275	OsmB osmotically inducible lipoprotein	M37.1	P0ADA7	[]	False	False	False	False
gadA		0.8161732220799505	Output		b3517	948027	P69908	gadS,JW3485	glutamate decarboxylase A subunit	M37.1	P69908	['GO:0004351', 'GO:0030170']	False	False	False	False
gadB		0.8185468738545704	Output		b1493	946058	P69910	JW1488	glutamate decarboxylase B subunit	M37.1	P69910	['GO:0004351', 'GO:0030170']	False	False	False	False
gadC		0.8185468738545704	Output		b1492	946057	P63235	xasA,JW1487,acsA	glutamic acid:4-aminobutyrate antiporter	M37.1	P63235	['GO:0015297']	False	False	False	False
hdeD		0.7766128674348974	Output		b3511	948024	P0AET5	JW3479,yhiA	acid-resistance membrane protein	Intermodular	P0AET5	[]	False	False	False	False
gadX	0.7810718361900433	0.8117346033369564	Middle	0.7742007981986937	b3516	948028	P37639	yhiX,JW3484	GadX DNA-binding transcriptional dual regulator	M37.1	P37639	['GO:0000987', 'GO:0001216', 'GO:0003700', 'GO:0042803', 'GO:0000976']	True	False	False	False
hdeB		0.7763494065077275	Output		b3509	948026	P0AET2	JW5669,yhhD,yhiC	acid stress chaperone	M37.1	P0AET2	['GO:0051082']	False	False	False	False
hdeA		0.7763494065077275	Output		b3510	948025	P0AES9	yhiB,yhhC,JW3478	acid-resistance protein, possible chaperone	M37.1	P0AES9	['GO:0042802', 'GO:0044183', 'GO:0042803', 'GO:0051082']	False	False	False	False
GadE-RcsB	0.8027597228178349	0.8642063360704264	Middle	0.8105953585507594						M37.1		[]	False	False	False	False
yhiD		0.7763494065077275	Output		b3508	948019	P0AFV2	JW5670,yhhE	predicted Mg(2+) transport ATPase	M37.1	P0AFV2	[]	False	False	False	False
sra		0.7674910150155128	Output		b1480	946030	P68191	JW5962,rpsV	30S ribosomal subunit protein S22	M37.1	P68191	['GO:0043024']	False	False	False	False
ftsA		0.6993637248783965	Output		b0094	944778	P0ABH0	divA,JW0092	essential cell division protein FtsA	Intermodular	P0ABH0	['GO:0005524', 'GO:0042802']	False	False	False	False
b4431	0.814481241338954	0.7300397799733447	Middle	0.2948662896501984	b4431			rprA		M37.1		[]	False	False	False	False
b4452		0.38253474359258777	Output		b4452			gadY		M37.1		[]	False	False	False	False
safA		0.26711050908712114	Output		b1500	946061	P76136	yneN,JW1494.1	two-component system connector protein	M37.1	P76136	[]	False	False	False	False
bdm		0.7285531973733588	Output		b1481	946041	P76127	JW5239,yddX	biofilm-dependent modulation protein	M37.1	P76127	[]	False	False	False	False
ftsZ		0.7026674202094031	Output		b0095	944786	P0A9A6	sfiB,JW0093,sulB	essential cell division protein FtsZ	Intermodular	P0A9A6	['GO:0005525', 'GO:0003924', 'GO:0042802']	False	False	False	False
cspA	0.8232884755842842	0.7244022947671019	Middle	-0.4457369258389136	b3556	948070	P0A9X9	JW3525,cspS	CspA DNA-binding transcriptional activator	M1	P0A9X9	['GO:0003677', 'GO:0003676', 'GO:0003723', 'GO:0003697', 'GO:0003727', 'GO:0001072']	True	False	False	False
hns	0.7879090060662173	0.7768318310975804	Middle	-0.6838203780786134	b1237	945829	P0ACF8	bglY,pilG,hnsA,osmZ,cur,drdX,JW1225,topS,msyA	H-NS DNA-binding transcriptional dual regulator	Global regulator	P0ACF8	['GO:0003681', 'GO:0001217', 'GO:0042802', 'GO:0003680', 'GO:0046983', 'GO:0003723', 'GO:0030527', 'GO:0000976']	True	False	False	False
gyrA		0.8134851228228538	Output		b2231	946614	P0AES4	nalA,JW2225,parD,hisW	DNA gyrase, subunit A	M1	P0AES4	['GO:0005524', 'GO:0008094', 'GO:0003677', 'GO:0034335', 'GO:0003918', 'GO:0042802']	False	False	False	False
kdpE	1.0		Input		b0694	945302	P21866	JW5096	KdpE transcriptional activator	M71	P21866	['GO:0000987', 'GO:0001216', 'GO:0003700', 'GO:0000156', 'GO:0042803', 'GO:0000976']	True	False	False	True
kdpA		0.8615350159788918	Output		b0698	946045	P03959	JW0686	K<sup>+</sup> transporting ATPase - K<sup>+</sup> channel forming subunit	M71	P03959	['GO:0008556', 'GO:0030955']	False	False	False	False
kdpC		0.8615350159788918	Output		b0696	947508	P03961	JW0684	K<sup>+</sup> transporting ATPase - KdpC subunit	M71	P03961	['GO:0005524', 'GO:0008556']	False	False	False	False
kdpB		0.8615350159788918	Output		b0697	947450	P03960	JW0685	K<sup>+</sup> transporting ATPase - ATP binding subunit	M71	P03960	['GO:0005524', 'GO:0016887', 'GO:0000287', 'GO:0008556']	False	False	False	False
kdpF		0.8615350159788918	Output		b4513	948946	P36937	JW0687	K<sup>+</sup> transporting ATPase - KdpF subunit	M71	P36937	['GO:0008556']	False	False	False	False
adiY	0.8025054175115446	0.8099392216195734	Middle	-0.8386094155679873	b4116	948627	P33234	JW4077	AdiY DNA-binding transcriptional activator	M37.1	P33234	['GO:0003700', 'GO:0043565']	True	False	False	False
