Node	MeanAbsOutCoh	MeanAbsInCoh	NodeLevel	DiagCohval	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component	Uniprot_ID_clean	GO_terms	Is_TF_GO	Is_SignalingReceptor_GO	Is_HistKinase_GO	Is_SignallingTransducer_GO
fruR	0.3678794411714786	0.563314312152565	Middle	-0.3678794411714786	cg2118	3345260.0	Q8NP82	NCgl1859	sugar metabolism transcriptional regulator	M23.1	Q8NP82	['GO:0003677', 'GO:0003700']	True	False	False	False
ptsS		0.7065314161923592	Output		cg2925	3345489.0	Q8NMD6	NCgl2553	enzyme II sucrose protein	Intermodular	Q8NMD6	['GO:0016301', 'GO:0022878', 'GO:0090589']	False	False	False	False
ldh		0.6924635099301595	Output		cg3219	3344649.0	Q8NLN0	NCgl2810	L-lactate dehydrogenase	Intermodular	Q8NLN0	['GO:0004459']	False	False	False	False
eno		0.6671785019841876	Output		cg1111	3344443.0	Q8NRS1	NCgl0935	phosphopyruvate hydratase	M23.1	Q8NRS1	['GO:0000287', 'GO:0004634']	False	False	False	False
ptsI		0.580665390939678	Output		cg2117	3345481.0	Q8NP83	NCgl1858	phosphoenolpyruvate:sugar phosphotransferase system ENZYMEI	M23.1	Q8NP83	['GO:0016301', 'GO:0046872', 'GO:0008965']	False	False	False	False
ptsH		0.5778657628839681	Output		cg2121	3345653.0	Q8NP79	NCgl1862	hypothetical protein	M23.1	Q8NP79	[]	False	False	False	False
fba		0.6671785019841876	Output		cg3068	3345516.0	P19537	fda,NCgl2673	fructose-bisphosphate aldolase	M23.1	P19537	['GO:0004332', 'GO:0008270']	False	False	False	False
pyk		0.6678271796061771	Output		cg2291	3344974.0	Q46078	NCgl2008	pyruvate kinase	Intermodular	Q46078	['GO:0005524', 'GO:0016301', 'GO:0000287', 'GO:0030955', 'GO:0004743']	False	False	False	False
ptsM		0.47304008705074824	Output		cg1537	3344282.0	Q46072	ptsG,NCgl1305	glucose-specific enzyme II BC component of PTS	Intermodular	Q46072	['GO:0016301', 'GO:0008982']	False	False	False	False
gap		0.6443779119943858	Output		cg1791	3343497.0	Q01651	gapA,NCgl1526	glyceraldehyde-3-phosphate dehydrogenase	M23.1	Q01651	['GO:0004365', 'GO:0051287', 'GO:0050661']	False	False	False	False
pfkB		0.563314312152565	Output		cg2119	3343316.0	Q8NP81	fruK,NCgl1860	1-phosphofructokinase	M23.1	Q8NP81	['GO:0008662', 'GO:0003872', 'GO:0005524']	False	False	False	False
pfkA		0.6403731609826137	Output		cg1409	3344017.0	Q8NR14	NCgl1202	6-phosphofructokinase	M23.1	Q8NR14	['GO:0003872', 'GO:0016208', 'GO:0005524', 'GO:0047334', 'GO:0070095', 'GO:0042802', 'GO:0046872', 'GO:0048029']	False	False	False	False
cg2737	1.0	1.0	Middle		cg2737					M2		[]	False	False	False	False
cg0957		0.7909883534346716	Output		cg0957	3343360.0		fas-IB	fatty acid synthase	M2		[]	False	False	False	False
cg0802		0.7909883534346716	Output		cg0802	3343021.0	Q79VI2	accBC,NCgl0670	biotin carboxylase and biotin carboxyl carrier protein	M2	Q79VI2	['GO:0005524', 'GO:0004075', 'GO:0046872', 'GO:0004485']	False	False	False	False
dtsR1		0.9248643373536009	Output		cg0812	3345446.0	Q8NSG7	NCgl0678,accD1	acetyl/propionyl-COA carboxylase subunit beta	M2	Q8NSG7	['GO:0003989', 'GO:0004658']	False	False	False	False
cg2743		0.7909883534346716	Output		cg2743	3344203.0		fas-IA	fatty acid synthase	M2		[]	False	False	False	False
ftsR	1.0	1.0	Middle		cg1631	3343115.0	Q8NQJ2	NCgl1386	hypothetical protein	M2	Q8NQJ2	['GO:0003677', 'GO:0003700']	True	False	False	False
ftsZ		1.0	Output		cg2366	3343149.0	P94337	NCgl2075	cell division protein FtsZ	M2	P94337	['GO:0005525', 'GO:0003924']	False	False	False	False
whiA	1.0		Input		cg1792	3343495.0	Q8NQ58	NCgl1527	hypothetical protein	M2	Q8NQ58	['GO:0003677']	False	False	False	False
cg2363		1.0	Output		cg2363	3345311.0	Q8NNN6	NCgl2072	hypothetical protein	M2	Q8NNN6	['GO:0046872']	False	False	False	False
WhcD-WhiA	1.0	1.0	Middle		WhcD-WhiA					M2		[]	False	False	False	False
gntR2	1.0	1.0	Middle		cg1935	3343505.0	Q8NPU3	NCgl1650	GntR family transcriptional regulator	M23.11	Q8NPU3	['GO:0003677', 'GO:0003700']	True	False	False	False
gntV		0.6635265222897496	Output		cg2732	3345026.0	Q8NMT0	NCgl2399,gntK	gluconokinase	Intermodular	Q8NMT0	['GO:0005524', 'GO:0046316']	False	False	False	False
pgi		0.6375456712181023	Output		cg1780	3345267.0	Q8NS31	NCgl0817	glucose-6-phosphate isomerase	Intermodular	Q8NS31	['GO:0097367', 'GO:0004347', 'GO:0048029']	False	False	False	False
cg1778		0.6375456712181023	Output		cg1778	3345621.0		zwf	glucose-6-phosphate 1-dehydrogenase	Intermodular		[]	False	False	False	False
pckG		0.6673766581356839	Output		cg3169	3345234.0	Q9AEM1	NCgl2765,pck	phosphoenolpyruvate carboxykinase	Intermodular	Q9AEM1	['GO:0005525', 'GO:0030145', 'GO:0004613']	False	False	False	False
cg1643		0.6516944795954309	Output		cg1643	3344993.0	Q8NQI2	NCgl1396,gnd	6-phosphogluconate dehydrogenase	Intermodular	Q8NQI2	['GO:0046872', 'GO:0050661', 'GO:0004616']	False	False	False	False
opcA		0.6375456712181023	Output		cg1779	3345622.0	Q8NQ62	NCgl1515	hypothetical protein	Intermodular	Q8NQ62	[]	False	False	False	False
gntP		0.6635265222897496	Output		cg3216	3343973.0	Q79VC5	NCgl2808	gluconate permease	Intermodular	Q79VC5	['GO:0015128']	False	False	False	False
cg1774		0.6375456712181023	Output		cg1774	3343601.0		tkt	transketolase	Intermodular		[]	False	False	False	False
cg1776		0.6375456712181023	Output		cg1776	3343602.0	Q8NQ64	NCgl1513,tal	transaldolase	Intermodular	Q8NQ64	['GO:0004801']	False	False	False	False
gntR1	1.0	1.0	Middle		cg2783	3344051.0	Q8NMP1	NCgl2440	GntR family transcriptional regulator	M23.12	Q8NMP1	['GO:0003677', 'GO:0003700']	True	False	False	False
cg1069		0.7051821118119701	Output		cg1069	3345445.0		gapX	glyceraldehyde-3-phosphate dehydrogenase	Intermodular		[]	False	False	False	False
cg3335		0.524820162811131	Output		cg3335	3344434.0	Q8NLD5	mez,NCgl2904	malic enzyme	Intermodular	Q8NLD5	['GO:0004473', 'GO:0046872', 'GO:0051287']	False	False	False	False
icd		1.0	Output		cg0766	3345662.0	P50216	NCgl0634	isocitrate dehydrogenase	M23.12	P50216	['GO:0004450', 'GO:0046872']	False	False	False	False
glyR	1.0	0.7909883534346716	Middle		cg0527	3342958.0	Q8NT65	NCgl0430	ArsR family transcriptional regulator	M15	Q8NT65	['GO:0003700']	True	False	False	False
glyA		0.9717700134008922	Output		cg1133	3343293.0	Q93PM7	NCgl0954	serine hydroxymethyltransferase	M15	Q93PM7	['GO:0004372', 'GO:0030170']	False	False	False	False
rhcR	0.3678794411714786	0.4915874119786877	Middle	-0.3678794411714786	cg1308	3345380.0	Q8NR95	NCgl1110	TetR family regulatory protein	M4	Q8NR95	['GO:0003677']	False	False	False	False
cg1311		0.5418565021250868	Output		cg1311	3344178.0	Q8NR92	NCgl1113,catA2	catechol 1,2-dioxygenase	M4	Q8NR92	['GO:0047074', 'GO:0018576', 'GO:0008199']	False	False	False	False
cg1310		0.5418565021250868	Output		cg1310	3344482.0	Q8NR93	NCgl1112,tfdF	maleylacetate reductase	M4	Q8NR93	['GO:0004022', 'GO:0018506', 'GO:0046872']	False	False	False	False
cg1309		0.5418565021250868	Output		cg1309	3344054.0	Q8NR94	NCgl1111,mhpA	3-(3-hydroxyphenyl)propionate hydroxylase	M4	Q8NR94	['GO:0008688', 'GO:0071949', 'GO:0018677']	False	False	False	False
ipsA	1.0	0.4915874119786877	Middle		cg2910	3344955.0	Q8NMF0	NCgl2538	LacI family transcription regulator	M23.4	Q8NMF0	['GO:0003700', 'GO:0000976']	True	False	False	False
cg1421		0.7091537525962721	Output		cg1421					M23.4		[]	False	False	False	False
ino1		0.9044218317158853	Output		cg3323	3343841.0	Q8NLE6	NCgl2894	myo-inositol-1-phosphate synthase	Intermodular	Q8NLE6	['GO:0004512', 'GO:0070403']	False	False	False	False
cg0044		0.8102824001253107	Output		cg0044	3342757.0	Q8NUA9	NCgl0029	solute-binding lipoprotein, signal peptide	M23.4	Q8NUA9	['GO:0030246']	False	False	False	False
cg0533		0.7091537525962721	Output		cg0533	3343181.0		menE	O-succinylbenzoic acid--CoA ligase	M23.4		[]	False	False	False	False
cg0534		0.7426664793605382	Output		cg0534	3343608.0	Q8NT59	NCgl0436	hypothetical protein	M23.4	Q8NT59	[]	False	False	False	False
cg3195		0.591190852738552	Output		cg3195					M23.4		[]	False	False	False	False
cg3210		0.8102824001253107	Output		cg3210					M23.4		[]	False	False	False	False
cg0045		0.8102824001253107	Output		cg0045	3343151.0	Q8NUA8	NCgl0030	ABC transporter membrane protein	M23.4	Q8NUA8	['GO:0022857']	False	False	False	False
cg0046		0.8102824001253107	Output		cg0046	3343670.0	Q8NUA7	NCgl0031	ABC transporter ATP-binding protein	M23.4	Q8NUA7	['GO:0005524', 'GO:0016887']	False	False	False	False
acnR	0.3678794411714786	0.5745551017968551	Middle	-0.3678794411714786	cg1738	3344470.0	Q8NQ97	NCgl1483	TETR family transcriptional regulator	M23.7	Q8NQ97	['GO:0003677', 'GO:0003700', 'GO:0000287', 'GO:0000976']	True	False	False	False
acn		0.5530575268952365	Output		cg1737	3344469.0	Q8NQ98	NCgl1482	aconitate hydratase	Intermodular	Q8NQ98	['GO:0047456', 'GO:0051539', 'GO:0003994', 'GO:0046872', 'GO:0003730', 'GO:0003729']	False	False	False	False
phdR	1.0		Input		cg0343	3345168.0	Q8NTM1	NCgl0280	transcription regulator protein, MarR fam	M39	Q8NTM1	['GO:0003700']	True	False	False	False
cg0347		1.0	Output		cg0347	3343394.0	Q8NTL7	NCgl0284	acyl dehydratase	M39	Q8NTL7	[]	False	False	False	False
cg0346		1.0	Output		cg0346	3342883.0	Q8NTL8	fadE,NCgl0283	glutaryl-CoA dehydrogenase	M39	Q8NTL8	['GO:0003995', 'GO:0050660']	False	False	False	False
cg0345		1.0	Output		cg0345	3345437.0	Q8NTL9	NCgl0282	metal-dependent hydrolase of the TIM-barrel fold	M39	Q8NTL9	['GO:0016831', 'GO:0016787']	False	False	False	False
cg0344		1.0	Output		cg0344	3343672.0	Q8NTM0	fabG1,NCgl0281	3-oxoacyl-ACP reductase	M39	Q8NTM0	['GO:0004316']	False	False	False	False
cg0341		1.0	Output		cg0341	3342669.0		fadD1	fatty-acid--CoA ligase	M39		[]	False	False	False	False
cg0340		1.0	Output		cg0340	3342960.0	Q8NTM3	NCgl0278	integral membrane transport protein	M39	Q8NTM3	['GO:0022857']	False	False	False	False
cg3230	1.0	1.0	Middle		cg3230					M23.10		[]	False	False	False	False
butA		0.7909883534346716	Output		cg2958	3345609.0	Q8NMA4	NCgl2582	L-2,3-butanediol dehydrogenase/acetoin reductase	M23.10	Q8NMA4	['GO:0052588', 'GO:0048038']	False	False	False	False
cg0404		0.9045006469239482	Output		cg0404	3344485.0	Q8NTH2	NCgl0328	nitroreductase	Intermodular	Q8NTH2	['GO:0016491']	False	False	False	False
cysD		0.814211869719708	Output		cg3115	3345298.0	Q8NLX1	NCgl2716	sulfate adenylyltransferase subunit 2	M23.10	Q8NLX1	['GO:0005524', 'GO:0004781']	False	False	False	False
trxB		0.7909883534346716	Output		cg3422	3344184.0	Q8NL59	NCgl2984	thioredoxin reductase	Intermodular	Q8NL59	['GO:0004791']	False	False	False	False
ahpD		0.7909883534346716	Output		cg2674	3344220.0	Q8NMX8	NCgl2349	alkylhydroperoxidase	M23.10	Q8NMX8	['GO:0051920']	False	False	False	False
sodA		0.7909883534346716	Output		cg3237	3343659.0	Q9APY3	sod,NCgl2826	manganese superoxide dismutase	M23.10	Q9APY3	['GO:0046872', 'GO:0004784']	False	False	False	False
ftn		0.7424902945288994	Output		cg2782	3344050.0	Q8NMP2	NCgl2439	ferritin	Intermodular	Q8NMP2	['GO:0008199', 'GO:0008198', 'GO:0004322']	False	False	False	False
spiA	1.0	1.0	Middle		cg1068	3345447.0	Q8NRV5	NCgl0899	oxidoreductase	M23.17	Q8NRV5	['GO:0051213', 'GO:0018580']	False	False	False	False
SpiA-WhcA		0.9947744907093724	Output		SpiA-WhcA					Intermodular		[]	False	False	False	False
spiE	1.0	1.0	Middle		cg1758	3342854.0	Q8NQ81	NCgl1497	hypothetical protein	M3	Q8NQ81	[]	False	False	False	False
SpiE-WhcE		1.0	Output		SpiE-WhcE					M3		[]	False	False	False	False
glxR	0.45104825092383677	0.5446252072544585	Middle	-0.3676403950958516	cg0350	3344870.0	Q79VI7	NCgl0286	CRP/FNR family transcriptional regulator	Global regulator	Q79VI7	['GO:0030552', 'GO:0003677', 'GO:0001216', 'GO:0001217', 'GO:0016301', 'GO:0000976']	True	False	False	False
cg0836		0.6294977377934544	Output		cg0836					Basal machinery		[]	False	False	False	False
rpf2		0.48412877161185947	Output		cg1037	3342641.0	Q6M6N7	NCgl0872	hypothetical protein	Intermodular	Q6M6N7	['GO:0016787']	False	False	False	False
cg0875		0.6048155687114551	Output		cg0875	3342614.0	Q8NSB1	NCgl0732	hypothetical protein	M26	Q8NSB1	['GO:0004519', 'GO:0003676', 'GO:0008270']	False	False	False	False
cg3389		0.6135352116572602	Output		cg3389	3344266.0	Q8NL88	NCgl2955	dehydrogenase	Basal machinery	Q8NL88	['GO:0000166', 'GO:0016491']	False	False	False	False
pstB		0.6799594361443586	Output		cg2843	3345480.0	Q8NMK1	NCgl2483	phosphate transporter ATP-binding protein	M1	Q8NMK1	['GO:0005524', 'GO:0016887', 'GO:0015415']	False	False	False	False
cg2824		0.6294977377934544	Output		cg2824	3345059.0	Q8NML7	NCgl2468	SAM-dependent methyltransferase	Basal machinery	Q8NML7	[]	False	False	False	False
narH		0.7411118443228578	Output		cg1343	3345043.0	Q8NR69	NCgl1141	respiratory nitrate reductase oxidoreduct	Intermodular	Q8NR69	['GO:0051539', 'GO:0009055', 'GO:0046872', 'GO:0008940']	False	False	False	False
cg2610		0.6294977377934544	Output		cg2610	3345262.0	Q8NN36	NCgl2294	ABC-type dipeptide/oligopeptide/nickel transport system, component	Basal machinery	Q8NN36	['GO:1904680']	False	False	False	False
sdhC		0.6142845222406152	Output		cg0445	3345314.0	Q8NTD7	sdhCD,NCgl0359	succinate dehydrogenase Cd	Intermodular	Q8NTD7	[]	False	False	False	False
cg0568		0.6294977377934544	Output		cg0568					Basal machinery		[]	False	False	False	False
cg2844		0.6799594361443586	Output		cg2844	3344779.0	Q8NMK0	pstA,NCgl2484	ABC-type phosphate transport system, permease component	M1	Q8NMK0	['GO:0005315']	False	False	False	False
cg2845		0.6799594361443586	Output		cg2845	3344648.0		pstC	ABC-type phosphate transport system, permease component	M1		[]	False	False	False	False
cg3351		0.6867379900566056	Output		cg3351	3344241.0	Q8NLB9	NCgl2920,nagI	gentisate 1,2-dioxygenase oxidoreductase	M37	Q8NLB9	['GO:0016702']	False	False	False	False
cg3350		0.6867379900566056	Output		cg3350	3343636.0	Q8NLC0	NCgl2919,hpaG	bifunctional enzyme 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase	M37	Q8NLC0	['GO:0016853', 'GO:0016829', 'GO:0046872']	False	False	False	False
cg3354		0.6294977377934544	Output		cg3354	3345526.0	Q8NLB6	NCgl2923	aromatic-ring hydroxylase (flavoprotein monooxygenase)	Basal machinery	Q8NLB6	['GO:0018669', 'GO:0071949', 'GO:0050660']	False	False	False	False
cg2846		0.6799594361443586	Output		cg2846	3344766.0	Q8NMJ8	pstS,NCgl2486	ABC-type phosphate transport system, component	M1	Q8NMJ8	['GO:0042301']	False	False	False	False
aceA		0.31932760591388953	Output		cg2560	3345421.0	P42449	NCgl2248	isocitrate lyase	M23.1	P42449	['GO:0004451', 'GO:0046872']	False	False	False	False
fumC		0.5811052542441641	Output		cg1145	3344954.0	Q8NRN8	NCgl0967,fum	fumarate hydratase	M23.1	Q8NRN8	['GO:0004333']	False	False	False	False
prpD2		0.6243360067634416	Output		cg0759	3343400.0	Q8NSL3		propionate catabolism protein prpD	Intermodular	Q8NSL3	['GO:0047547', 'GO:0003994']	False	False	False	False
cg0198		0.5912028688858256	Output		cg0198	3343071.0	Q8NTZ2	NCgl0156	hypothetical protein	M23.15	Q8NTZ2	[]	False	False	False	False
cg0199		0.5912028688858256	Output		cg0199	3342751.0	Q8NTZ1	NCgl0157,msmA	aldehyde dehydrogenase	M23.15	Q8NTZ1	['GO:0004491']	False	False	False	False
prpB2		0.6243360067634416	Output		cg0760	3345588.0	Q8NSL2	NCgl0629	methylisocitric acid lyase	Intermodular	Q8NSL2	['GO:0046872', 'GO:0046421']	False	False	False	False
cg0446		0.6111464886879023	Output		cg0446	3345019.0		sdhA	succinate dehydrogenase flavoprotein subunit	Intermodular		[]	False	False	False	False
cg0447		0.6111464886879023	Output		cg0447	3342704.0		sdhB	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	Intermodular		[]	False	False	False	False
arnR	1.0	0.6135352116572602	Middle		cg1340	3344450.0	Q8NR72	NCgl1138	hypothetical protein	M23.16	Q8NR72	[]	False	False	False	False
cg1342		0.7411118443228578	Output		cg1342	3342991.0		narJ	nitrate reductase delta chain	Intermodular		[]	False	False	False	False
cg1344		0.7411118443228578	Output		cg1344	3345144.0	Q8NR68	NCgl1142,narG	nitrate reductase 2, alpha subunit	Intermodular	Q8NR68	['GO:0051539', 'GO:0046872', 'GO:0043546', 'GO:0160182']	False	False	False	False
cg3390		0.6135352116572602	Output		cg3390	3344267.0	Q8NL87	NCgl2956	hypothetical protein	Basal machinery	Q8NL87	[]	False	False	False	False
cg0566		0.6294977377934544	Output		cg0566	3342738.0	Q8NT35	NCgl0462,gabT	4-aminobutyrate aminotransferase	Basal machinery	Q8NT35	['GO:0047298', 'GO:0034386', 'GO:0042802', 'GO:0030170']	False	False	False	False
cg0968		0.6135352116572602	Output		cg0968	3345337.0	Q8NS36	NCgl0812	ATP-dependent helicase	Basal machinery	Q8NS36	['GO:0005524', 'GO:0016887', 'GO:0003677', 'GO:0004386']	False	False	False	False
gat		0.6135352116572602	Output		cg1739	3343047.0	Q8NQ96	NCgl1484	glutamine amidotransferase	Basal machinery	Q8NQ96	['GO:0003922']	False	False	False	False
genR	0.3678794411714786	0.5928077837241813	Middle	-0.3678794411714786	cg3352	3343814.0	Q8NLB8	NCgl2921	hypothetical protein	M37	Q8NLB8	['GO:0003677', 'GO:0003700']	True	False	False	False
cg0088		0.6588865488936613	Output		cg0088	3343731.0		citP	citrate transporter	M35		[]	False	False	False	False
cg0203		0.5912028688858256	Output		cg0203	3344991.0	Q8NTY8	NCgl0160,iolE	hypothetical protein	M23.15	Q8NTY8	[]	False	False	False	False
ramB	0.5300091716298512	0.5496912625546834	Middle	-0.3676403950958516	cg0444	3342934.0	Q8NTD8	NCgl0358	MerR family transcriptional regulator	M23.1	Q8NTD8	['GO:0003677', 'GO:0003700']	True	False	False	False
cg1345		0.7411118443228578	Output		cg1345	3342621.0		narK	nitrate/nitrite transporter	Intermodular		[]	False	False	False	False
cg0567		0.6294977377934544	Output		cg0567	3344567.0	Q8NT34	NCgl0463,gabD2	succinate-semialdehyde dehydrogenase (NADP+)	Basal machinery	Q8NT34	['GO:0004777']	False	False	False	False
cg1307		0.6135352116572602	Output		cg1307					Basal machinery		[]	False	False	False	False
cg0205		0.5912028688858256	Output		cg0205	3342783.0		iolH	myo-inositol catabolism protein	M23.15		[]	False	False	False	False
iolG		0.5912028688858256	Output		cg0204	3342797.0	Q8NTY7	NCgl0161	oxidoreductase myo-inositol 2-dehydrogena	M23.15	Q8NTY7	['GO:0050112', 'GO:0000166']	False	False	False	False
cg3349		0.6867379900566056	Output		cg3349	3343635.0	Q8NLC1	NCgl2918	mycothiol-dependent maleylpyruvate isomerase	M37	Q8NLC1	['GO:0046872']	False	False	False	False
cg0197		0.5912028688858256	Output		cg0197	3345460.0	Q8NTZ3	NCgl0155,iolC	ribokinase sugar kinase	M23.15	Q8NTZ3	['GO:0008865']	False	False	False	False
sucC		0.5811052542441641	Output		cg2837	3345415.0	Q8NMK7	NCgl2477	succinyl-CoA synthetase subunit beta	M23.1	Q8NMK7	['GO:0005524', 'GO:0000287', 'GO:0004775', 'GO:0004776']	False	False	False	False
prpC2		0.6243360067634416	Output		cg0762	3342742.0	Q8NSL1	NCgl0630	citrate synthase	Intermodular	Q8NSL1	['GO:0050440', 'GO:0004108', 'GO:0036440']	False	False	False	False
gltA		0.31932760591388953	Output		cg0949	3344398.0	P42457	NCgl0795	type II citrate synthase	M23.1	P42457	['GO:0004108']	False	False	False	False
narI		0.7411118443228578	Output		cg1341	3343864.0	Q8NR71	NCgl1139	respiratory nitrate reductase 2 gamma chain	Intermodular	Q8NR71	['GO:0009055', 'GO:0020037', 'GO:0046872', 'GO:0008940']	False	False	False	False
cg0201		0.5912028688858256	Output		cg0201	3343010.0	Q8NTZ0	NCgl0158,iolB	hypothetical protein	M23.15	Q8NTZ0	['GO:0008880']	False	False	False	False
cg0202		0.5912028688858256	Output		cg0202	3343043.0		iolD	acetolactate synthase	M23.15		[]	False	False	False	False
glcB		0.31932760591388953	Output		cg2559	3345106.0	P42450	NCgl2247,aceB	malate synthase G	Intermodular	P42450	['GO:0000287', 'GO:0004474']	False	False	False	False
genK		0.6867379900566056	Output		cg3353	3343815.0	Q8NLB7	NCgl2922,benK2	benzoate transport protein	M37	Q8NLB7	['GO:0046943', 'GO:0015293']	False	False	False	False
zur	1.0	1.0	Middle		cg2502	3344112.0	Q8NNC4	fur,NCgl2200	ferric uptake regulation protein	M28	Q8NNC4	['GO:0001217', 'GO:0000976', 'GO:0008270']	True	False	False	False
cg1447		0.7909883534346716	Output		cg1447					M28		[]	False	False	False	False
cg0794		0.7909883534346716	Output		cg0794	3345055.0	Q8NSI1	NCgl0662	cobalamin synthesis protein/P47K	M28	Q8NSI1	['GO:0016787']	False	False	False	False
cg0795		0.7909883534346716	Output		cg0795	3343649.0	Q8NSI0	NCgl0663	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	M28	Q8NSI0	['GO:0004791']	False	False	False	False
cg2911		0.7909883534346716	Output		cg2911	3344737.0	Q8NME9	NCgl2539	ABC-type Mn/Zn transport system, Mn/Zn-binding (lipo)protein (surface adhesin)	M28	Q8NME9	['GO:0046872']	False	False	False	False
cg2912		0.7909883534346716	Output		cg2912	3344738.0	Q8NME8	NCgl2540	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	M28	Q8NME8	['GO:0005524', 'GO:0016887']	False	False	False	False
cg2913		0.7909883534346716	Output		cg2913					M28		[]	False	False	False	False
cg0042		0.7909883534346716	Output		cg0042	3344042.0	Q8NUB1	NCgl0027	ABC transporter protein membrane protein	M28	Q8NUB1	[]	False	False	False	False
cg0041		0.7909883534346716	Output		cg0041	3343211.0	Q8NUB2	NCgl0026	solute-binding lipoprotein, signal peptid	M28	Q8NUB2	['GO:0046872']	False	False	False	False
ohr		0.6666666666666666	Output		cg0040	3344117.0	Q8NUB3	NCgl0025	hypothetical protein	M28	Q8NUB3	[]	False	False	False	False
cg0043		0.7909883534346716	Output		cg0043	3345495.0	Q8NUB0	NCgl0028	ABC transporter ATP-binding protein	M28	Q8NUB0	['GO:0005524', 'GO:0016887']	False	False	False	False
mtrA	1.0	1.0	Middle		cg0862	3343847.0	Q8NSC2	NCgl0721	response regulator	M23.19	Q8NSC2	['GO:0000156', 'GO:0000976']	False	False	False	True
